1,-0.0612317,0.0994317,0.753695,-0.0624658,0.0948536,0.75049,-0.0931697,-0.0836001,0.263279,0.97011,-0.126134,-0.0261439,0.0594459,0.158981,-0.0389092,-0.0164313,-0.128016,0.162591,0.123117,0.601971,0.335661,0.280551,0.0717706,0.0717968,-0.17626,0.0491471,7.51037e-07,-0.0559764
-0.0612317,1,-0.386707,-0.18653,0.00290423,-0.38956,-0.19219,-0.108728,0.542294,0.341797,-0.0941396,0.820942,0.865621,0.621316,0.536085,0.771411,0.894719,0.508456,0.533391,0.167403,0.0715955,-0.0123269,0.105862,0.0277156,0.0276945,-0.138715,0.0935843,-2.26781e-06,0.194245
0.0994317,-0.386707,1,0.681189,0.296009,0.999288,0.695785,0.136338,0.10793,0.196683,0.0884062,-0.135886,0.0680944,0.307236,0.0992834,0.0726144,-0.0688526,0.306633,0.105773,0.208639,0.223158,0.0774349,0.268878,-0.174182,-0.174152,0.158661,-0.109331,7.80903e-07,0.406626
0.753695,-0.18653,0.681189,1,0.166271,0.676538,0.989589,0.047286,0.0983411,0.355861,0.735407,-0.0765227,0.134423,0.342419,0.23102,0.136973,0.050005,0.19552,0.235114,0.235466,0.605901,0.308129,0.373595,-0.0348751,-0.0348544,-0.0486708,-0.0199669,4.18226e-07,0.305241
-0.0624658,0.00290423,0.296009,0.166271,1,0.302266,0.15417,0.583161,0.0589527,-0.116451,-0.0652075,0.392418,0.163266,0.202793,0.141269,0.0940428,-0.0421397,0.231252,0.146958,-0.0129218,-0.112396,-0.0247,0.0553787,0.176805,0.176768,0.375259,-0.0568009,-1.99593e-07,0.31555
0.0948536,-0.38956,0.999288,0.676538,0.302266,1,0.69301,0.143814,0.108664,0.192714,0.0856242,-0.128446,0.0665738,0.29989,0.0985241,0.0698619,-0.0710196,0.294246,0.103312,0.200153,0.211393,0.0739444,0.269208,-0.174379,-0.174348,0.180322,-0.113132,1.18647e-06,0.409474
0.75049,-0.19219,0.695785,0.989589,0.15417,0.69301,1,0.0385991,0.0673503,0.33487,0.736283,-0.0913406,0.137761,0.336776,0.210088,0.127929,0.0515173,0.19341,0.213917,0.217467,0.596516,0.30055,0.424276,0.00253928,0.00256031,-0.027798,-0.0348024,-4.29151e-07,0.295304
-0.0931697,-0.108728,0.136338,0.047286,0.583161,0.143814,0.0385991,1,-0.0656726,-0.129325,-0.0666662,0.186934,-0.0580137,0.056785,-0.145717,-0.109578,-0.163546,0.0735201,-0.146664,-0.165196,-0.0749045,-0.0466114,-0.0674218,0.0810663,0.0810473,0.199815,-0.0492172,1.03552e-06,0.158446
-0.0836001,0.542294,0.10793,0.0983411,0.0589527,0.108664,0.0673503,-0.0656726,1,0.628627,-0.139834,0.610385,0.657423,0.538252,0.554261,0.748164,0.656935,0.434596,0.55129,0.343118,0.00219259,-0.147461,-0.17959,-0.473788,-0.473825,0.0891469,0.198077,6.02376e-07,0.408174
0.263279,0.341797,0.196683,0.355861,-0.116451,0.192714,0.33487,-0.129325,0.628627,1,0.200111,0.295391,0.45412,0.60289,0.582956,0.500523,0.504661,0.463389,0.579841,0.286443,0.361519,0.124594,0.0351891,-0.517471,-0.517504,-0.0547803,0.164347,2.76397e-08,0.227766
0.97011,-0.0941396,0.0884062,0.735407,-0.0652075,0.0856242,0.736283,-0.0666662,-0.139834,0.200111,1,-0.120126,-0.0697823,-0.000920767,0.142925,-0.0709413,-0.0737398,-0.187838,0.143925,0.00327469,0.530318,0.298728,0.296071,0.13062,0.130642,-0.0713135,-0.0126262,-1.73324e-06,-0.0633287
-0.126134,0.820942,-0.135886,-0.0765227,0.392418,-0.128446,-0.0913406,0.186934,0.610385,0.295391,-0.120126,1,0.801122,0.548633,0.567811,0.686909,0.738167,0.403922,0.554308,-0.023631,-0.103207,-0.0436191,0.00819116,-0.0246908,-0.0247107,0.282007,0.0128361,8.64386e-07,0.37478
-0.0261439,0.865621,0.0680944,0.134423,0.163266,0.0665738,0.137761,-0.0580137,0.657423,0.45412,-0.0697823,0.801122,1,0.836554,0.64177,0.903697,0.954222,0.711607,0.638749,0.29101,0.144578,0.0167045,0.216229,-0.0671561,-0.0671921,-0.0230108,0.0696364,-8.60167e-07,0.357684
0.0594459,0.621316,0.307236,0.342419,0.202793,0.29989,0.336776,0.056785,0.538252,0.60289,-0.000920767,0.548633,0.836554,1,0.518719,0.780446,0.771498,0.875035,0.524253,0.35769,0.353883,0.205804,0.315649,-0.0744562,-0.074506,-0.210992,0.0860549,-1.25326e-07,0.346763
0.158981,0.536085,0.0992834,0.23102,0.141269,0.0985241,0.210088,-0.145717,0.554261,0.582956,0.142925,0.567811,0.64177,0.518719,1,0.607326,0.616021,0.391726,0.975402,0.103813,0.110304,-0.0913054,-0.0424191,-0.317683,-0.317687,0.230856,-0.0423374,4.47188e-07,0.264637
-0.0389092,0.771411,0.0726144,0.136973,0.0940428,0.0698619,0.127929,-0.109578,0.748164,0.500523,-0.0709413,0.686909,0.903697,0.780446,0.607326,1,0.860492,0.669142,0.604364,0.421702,0.1445,-0.00492717,0.144812,-0.10439,-0.104459,-0.0717584,0.0632266,8.48958e-08,0.333196
-0.0164313,0.894719,-0.0688526,0.050005,-0.0421397,-0.0710196,0.0515173,-0.163546,0.656935,0.504661,-0.0737398,0.738167,0.954222,0.771498,0.616021,0.860492,1,0.656845,0.61945,0.280894,0.156986,0.0159777,0.18893,-0.124603,-0.124634,-0.104731,0.201494,4.9288e-07,0.307122
-0.128016,0.508456,0.306633,0.19552,0.231252,0.294246,0.19341,0.0735201,0.434596,0.463389,-0.187838,0.403922,0.711607,0.875035,0.391726,0.669142,0.656845,1,0.42485,0.355739,0.192033,0.098395,0.259734,-0.050338,-0.0504095,-0.257504,0.152473,-1.6001e-07,0.282062
0.162591,0.533391,0.105773,0.235114,0.146958,0.103312,0.213917,-0.146664,0.55129,0.579841,0.143925,0.554308,0.638749,0.524253,0.975402,0.604364,0.61945,0.42485,1,0.107723,0.119341,-0.0950124,-0.0435981,-0.308005,-0.308005,0.204023,0.0935334,4.45135e-07,0.261505
0.123117,0.167403,0.208639,0.235466,-0.0129218,0.200153,0.217467,-0.165196,0.343118,0.286443,0.00327469,-0.023631,0.29101,0.35769,0.103813,0.421702,0.280894,0.355739,0.107723,1,0.179121,-0.156136,0.182364,-0.250138,-0.250162,-0.37462,0.111659,2.7167e-06,0.0804754
0.601971,0.0715955,0.223158,0.605901,-0.112396,0.211393,0.596516,-0.0749045,0.00219259,0.361519,0.530318,-0.103207,0.144578,0.353883,0.110304,0.1445,0.156986,0.192033,0.119341,0.179121,1,0.410713,0.344594,0.10989,0.109972,-0.515303,0.0645067,-9.12416e-07,0.134643
0.335661,-0.0123269,0.0774349,0.308129,-0.0247,0.0739444,0.30055,-0.0466114,-0.147461,0.124594,0.298728,-0.0436191,0.0167045,0.205804,-0.0913054,-0.00492717,0.0159777,0.098395,-0.0950124,-0.156136,0.410713,1,0.526246,0.309953,0.310045,-0.128914,-0.0365988,-1.6223e-07,-0.0681445
0.280551,0.105862,0.268878,0.373595,0.0553787,0.269208,0.424276,-0.0674218,-0.17959,0.0351891,0.296071,0.00819116,0.216229,0.315649,-0.0424191,0.144812,0.18893,0.259734,-0.0435981,0.182364,0.344594,0.526246,1,0.47503,0.475099,-0.0334783,-0.0748476,-3.63834e-07,0.162219
0.0717706,0.0277156,-0.174182,-0.0348751,0.176805,-0.174379,0.00253928,0.0810663,-0.473788,-0.517471,0.13062,-0.0246908,-0.0671561,-0.0744562,-0.317683,-0.10439,-0.124603,-0.050338,-0.308005,-0.250138,0.10989,0.309953,0.47503,1,1,-0.111818,-0.13157,-2.07164e-06,0.0273803
0.0717968,0.0276945,-0.174152,-0.0348544,0.176768,-0.174348,0.00256031,0.0810473,-0.473825,-0.517504,0.130642,-0.0247107,-0.0671921,-0.074506,-0.317687,-0.104459,-0.124634,-0.0504095,-0.308005,-0.250162,0.109972,0.310045,0.475099,1,1,-0.111859,-0.131523,5.06627e-06,0.0273543
-0.17626,-0.138715,0.158661,-0.0486708,0.375259,0.180322,-0.027798,0.199815,0.0891469,-0.0547803,-0.0713135,0.282007,-0.0230108,-0.210992,0.230856,-0.0717584,-0.104731,-0.257504,0.204023,-0.37462,-0.515303,-0.128914,-0.0334783,-0.111818,-0.111859,1,-0.128179,-4.6007e-05,0.132618
0.0491471,0.0935843,-0.109331,-0.0199669,-0.0568009,-0.113132,-0.0348024,-0.0492172,0.198077,0.164347,-0.0126262,0.0128361,0.0696364,0.0860549,-0.0423374,0.0632266,0.201494,0.152473,0.0935334,0.111659,0.0645067,-0.0365988,-0.0748476,-0.13157,-0.131523,-0.128179,1,-5.96853e-06,0.0237491
7.51037e-07,-2.26781e-06,7.80903e-07,4.18226e-07,-1.99593e-07,1.18647e-06,-4.29151e-07,1.03552e-06,6.02376e-07,2.76397e-08,-1.73324e-06,8.64386e-07,-8.60167e-07,-1.25326e-07,4.47188e-07,8.48958e-08,4.9288e-07,-1.6001e-07,4.45135e-07,2.7167e-06,-9.12416e-07,-1.6223e-07,-3.63834e-07,-2.07164e-06,5.06627e-06,-4.6007e-05,-5.96853e-06,1,1.85792e-05
-0.0559764,0.194245,0.406626,0.305241,0.31555,0.409474,0.295304,0.158446,0.408174,0.227766,-0.0633287,0.37478,0.357684,0.346763,0.264637,0.333196,0.307122,0.282062,0.261505,0.0804754,0.134643,-0.0681445,0.162219,0.0273803,0.0273543,0.132618,0.0237491,1.85792e-05,1
